,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song
3923,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,,,,,,,,,,,Drake,['Drake'],That's How You Feel
3932,,,,,,,,,,,,,,,,Iggy Azalea Feauring Tyga,['Iggy Azalea Feauring Tyga'],Kream
3936,,,,,,,,,,,,,,,,Drake,['Drake'],March 14
3939,,,,,,,,,,,,,,,,XXXTENTACION,['XXXTENTACION'],Everybody Dies In Their Nightmares
3948,,,,,,,,,,,,,,,,Post Malone,"['Post Malone', '21 Savage']",Rockstar
3949,,,,,,,,,,,,,,,,XXXTENTACION,"['XXXTENTACION', 'Trippie Redd']",F**k Love
3969,"['k-pop', 'k-pop girl group']",,,,,,,,,,,,,,,BLACKPINK,['BLACKPINK'],DDU-DU DDU-DU
3974,,,,,,,,,,,,,,,,Pitbull x El Chombo x Karol G,"['Pitbull x El Chombo x Karol G', 'Cutty Ranks']",Dame Tu Cosita
3977,"['country rap', 'lgbtq+ hip hop', 'pop rap']",,,,,,,,,,,,,,,Nas,"['Nas', 'Kanye West']",Cop Shot The Kid
4022,,202.853,False,0.8309999999999998,0.7129999999999999,1.0,-3.646,0.0,0.094,0.1809999999999999,0.0,0.0572,0.69,132.109,65.0,Pharrell Williams x Camila Cabello,['Pharrell Williams x Camila Cabello'],Sangria Wine
4027,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",,,,,,,,,,,,,,,J. Cole,['J. Cole'],Kevin's Heart
4078,['trap'],,,,,,,,,,,,,,,Swae Lee,"['Swae Lee', 'Slim Jxmmi']",Guatemala
4089,[],,,,,,,,,,,,,,,Derez De'Shon,"[""Derez De'Shon""]",Hardaway
4098,[],,,,,,,,,,,,,,,N*E*R*D,"['N*E*R*D', 'Rihanna']",Lemon
4106,,,,,,,,,,,,,,,,Ozuna x Cardi B,['Ozuna x Cardi B'],La Modelo
4112,,,,,,,,,,,,,,,,Selena Gomez X Marshmello,['Selena Gomez X Marshmello'],Wolves
4123,"['hollywood', 'show tunes']",,,,,,,,,,,,,,,Lin-Manuel Miranda,"['Lin-Manuel Miranda', 'Ben Platt']",Found / Tonight
4127,,,,,,,,,,,,,,,,Jacquees X DeJ Loaf,['Jacquees X DeJ Loaf'],At The Club
4148,,,,,,,,,,,,,,,,Maluma X Nego do Borel,['Maluma X Nego do Borel'],Corazon
4149,"['pop', 'pop rap', 'rap']",,,,,,,,,,,,,,,Cardi B,['Cardi B'],Bodak Yellow (Money Moves)
4172,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",,,,,,,,,,,,,,,Logic,"['Logic', 'Alessia Cara', 'Khalid']",1-800-273-8255
4176,,,,,,,,,,,,,,,,Natti Natasha x Ozuna,['Natti Natasha x Ozuna'],Criminal
4206,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Quavo,"['Quavo', 'Lil Yachty']",Ice Tray
4232,,,,,,,,,,,,,,,,Imagine Dragons,"['Imagine Dragons', 'Khalid']",Thunder/Young Dumb & Broke (Medley)
4252,"['country', 'oklahoma country']",,,,,,,,,,,,,,,Garth Brooks,['Garth Brooks'],Ask Me How I Know
4258,,,,,,,,,,,,,,,,blackbear,['blackbear'],Do Re Mi
4283,"['atl hip hop', 'pop rap', 'rap', 'trap']",,,,,,,,,,,,,,,21 Savage,"['21 Savage', 'Metro Boomin']",My Choppa Hate N****s
4289,"['atl hip hop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']",,,,,,,,,,,,,,,Jacquees,['Jacquees'],B.E.D.
4290,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Quavo,"['Quavo', ' Takeoff', 'Offset']",Too Hotty
4301,,189.466,False,0.7429999999999999,0.7329999999999999,8.0,-5.337,1.0,0.0375,0.00402,0.0,0.3039999999999999,0.622,104.977,77.0,Justin Bieber,"['Justin Bieber', 'BloodPop']",Friends
4346,,,,,,,,,,,,,,,,XXXTENTACION,['XXXTENTACION'],Revenge
4350,,,,,,,,,,,,,,,,Kygo x Selena Gomez,['Kygo x Selena Gomez'],It Ain't Me
4356,,,,,,,,,,,,,,,,XXXTENTACION,['XXXTENTACION'],Depression & Obsession
4357,,,,,,,,,,,,,,,,XXXTENTACION,['XXXTENTACION'],Save Me
4358,,,,,,,,,,,,,,,,XXXTENTACION,['XXXTENTACION'],Carry On
4373,,,,,,,,,,,,,,,,2 Chainz,"['2 Chainz', 'Travis Scott']",4 AM
4384,[],,,,,,,,,,,,,,,Descendants 2 Cast,['Descendants 2 Cast'],It's Goin' Down
4389,,,,,,,,,,,,,,,,China Anne McClain,"['China Anne McClain', ' Thomas Doherty', 'Dylan Playfair']",What's My Name
4409,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",,,,,,,,,,,,,,,JAY-Z,['JAY-Z'],The Story Of O.J.
4411,,,,,,,,,,,,,,,,Meek Mill,"['Meek Mill', 'Lil Uzi Vert']",F**k That Check Up
4416,,,,,,,,,,,,,,,,JAY-Z,['JAY-Z'],4:44
4420,['social media pop'],,,,,,,,,,,,,,,Jake Paul,"['Jake Paul', 'Erika Costell', 'Uncle Kade']",Jerika
4427,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",234.973,True,,,,,,,,,,,,63.0,JAY-Z,"['JAY-Z', 'Damian ""Jr. Gong"" Marely']",Bam
4429,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",251.413,True,,,,,,,,,,,,62.0,JAY-Z,"['JAY-Z', 'Beyonce']",Family Feud
4430,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",178.066,True,,,,,,,,,,,,60.0,JAY-Z,['JAY-Z'],Kill Jay Z
4431,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",289.853,True,,,,,,,,,,,,61.0,JAY-Z,"['JAY-Z', 'Gloria Carter']",Smile
4432,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",206.133,True,,,,,,,,,,,,61.0,JAY-Z,"['JAY-Z', 'Frank Ocean']",Caught Their Eyes
4433,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",143.986,True,,,,,,,,,,,,58.0,JAY-Z,['JAY-Z'],Moonlight
4434,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",174.426,True,,,,,,,,,,,,60.0,JAY-Z,['JAY-Z'],Marcy Me
4437,"['atl hip hop', 'pop rap', 'rap', 'trap']",,,,,,,,,,,,,,,Migos,['Migos'],T-Shirt
4450,,,,,,,,,,,,,,,,2 Chainz x Gucci Mane x Quavo,['2 Chainz x Gucci Mane x Quavo'],Good Drank
4453,,,,,,,,,,,,,,,,XXXTENTACION,['XXXTENTACION'],Look At Me!
4471,"['pop', 'pop rap', 'rap', 'trap']",,,,,,,,,,,,,,,Bryson Tiller,['Bryson Tiller'],Self-Made
4474,,,,,,,,,,,,,,,,Martin Garrix x Troye Sivan,['Martin Garrix x Troye Sivan'],There For You
4479,,,,,,,,,,,,,,,,Katy Perry,"['Katy Perry', 'Skip Marley']",Chained To The Rhythm
4488,,,,,,,,,,,,,,,,Zayn / Taylor Swift,['Zayn / Taylor Swift'],I Don't Wanna Live Forever (Fifty Shades Darker)
4530,,,,,,,,,,,,,,,,Maroon 5,"['Maroon 5', 'Kendrick Lamar']",Don't Wanna Know
4543,,,,,,,,,,,,,,,,Machine Gun Kelly x Camila Cabello,['Machine Gun Kelly x Camila Cabello'],Bad Things
4546,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,Kendrick Lamar,['Kendrick Lamar'],The Heart Part 4
4605,[],,,,,,,,,,,,,,,D.R.A.M.,"['D.R.A.M.', 'Lil Yachty']",Broccoli
4619,,,,,,,,,,,,,,,,KALEO,['KALEO'],Way Down We Go
4651,,,,,,,,,,,,,,,,Major Lazer,"['Major Lazer', 'Justin Bieber', 'MO']",Cold Water
4668,"['melodic rap', 'pop rap', 'rap', 'trap']",,,,,,,,,,,,,,,A Boogie Wit da Hoodie,['A Boogie Wit da Hoodie'],My Sh*t
4683,"['dance rock', 'new wave pop']",,,,,,,,,,,,,,,Wham!,"['Wham!', 'George Michael']",Careless Whisper
4685,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Travis Scott', 'Quavo']",Pick Up The Phone
4687,,,,,,,,,,,,,,,,Nicki Minaj X Mike WiLL Made-It,['Nicki Minaj X Mike WiLL Made-It'],Black Barbies
4693,,,,,,,,,,,,,,,,J. Cole,['J. Cole'],She's Mine Pt. 1
4743,[],,,,,,,,,,,,,,,PIKOTARO,['PIKOTARO'],PPAP (Pen-Pineapple-Apple-Pen)
4775,"['dance pop', 'pop']",,,,,,,,,,,,,,,Lady Gaga,['Lady Gaga'],A-YO
4777,,195.546,False,0.792,0.7169999999999999,0.0,-4.759,0.0,0.0393,0.0927,3.6e-05,0.226,0.466,121.985,78.0,Kungs vs Cookin' On 3 Burners,"[""Kungs vs Cookin' On 3 Burners""]",This Girl
4788,"['contemporary country', 'country pop']",,,,,,,,,,,,,,,Tucker Beathard,['Tucker Beathard'],Rock On
4792,,,,,,,,,,,,,,,,Kanye West,['Kanye West'],"Father Stretch My Hands, Pt. 1"
4793,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",,,,,,,,,,,,,,,Grace,"['Grace', 'G-Eazy']",You Don't Own Me
4805,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,,,,,,,,,,,,,,Florida Georgia Line,['Florida Georgia Line'],H.O.L.Y.
4831,,,,,,,,,,,,,,,,Enrique Iglesias,"['Enrique Iglesias', 'Wisin or Tinashe', 'Javada']",Duele El Corazon
4855,,,,,,,,,,,,,,,,Luke Bryan,['Luke Bryan'],"Huntin', Fishin' And Lovin' Every Day"
4870,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",,,,,,,,,,,,,,,Fergie,['Fergie'],M.I.L.F. $
4875,,,,,,,,,,,,,,,,G-Eazy x Bebe Rexha,['G-Eazy x Bebe Rexha'],"Me, Myself & I"
4876,"['contemporary country', 'country', 'country road', 'modern country rock']",,,,,,,,,,,,,,,Thomas Rhett,['Thomas Rhett'],T-Shirt
4877,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",,,,,,,,,,,,,,,Jennifer Lopez,"['Jennifer Lopez', 'Lin-Manuel Miranda']",Love Make The World Go Round
4891,,46.253,False,0.632,0.323,10.0,-14.042,0.0,0.951,0.811,0.0,0.1019999999999999,0.769,171.053,18.0,Chris Young Duet,"['Chris Young Duet', 'Cassadee Pope']",Think Of You
4910,,,,,,,,,,,,,,,,Mike WiLL Made-It x Rihanna,['Mike WiLL Made-It x Rihanna'],Nothing Is Promised
4935,['country pop'],,,,,,,,,,,,,,,Adam Wakefield,['Adam Wakefield'],I'm Sorry
5023,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,Kendrick Lamar,['Kendrick Lamar'],Untitled 02 l 06.23.2014.
5024,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,Kendrick Lamar,['Kendrick Lamar'],Untitled 07 l Levitate
5056,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Future,['Future'],Fly S**t Only
5133,['arkansas country'],,,,,,,,,,,,,,,Barrett Baber,['Barrett Baber'],I'd Just Love To Lay You Down
5149,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",,,,,,,,,,,,,,,One Direction,['One Direction'],A.M.
5182,"['australian country', 'contemporary country', 'country', 'country road']",,,,,,,,,,,,,,,Keith Urban,['Keith Urban'],"John Cougar, John Deere, John 3:16"
5211,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Meek Mill,"['Meek Mill', 'Drake']",R.I.C.O.
5218,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",,,,,,,,,,,,,,,Tori Kelly,['Tori Kelly'],Should've Been Us
5238,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Rihanna,['Rihanna'],B**** Better Have My Money
5242,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,Eazy-E,['Eazy-E'],Boyz-N-The Hood
5264,"['pop', 'pop rock']",,,,,,,,,,,,,,,Maroon 5,['Maroon 5'],This Summer's Gonna Hurt...
5295,,,,,,,,,,,,,,,,Tim McGraw,"['Tim McGraw', 'Catherine Dunn']",Diamond Rings And Old Barstools
5305,,189.8,False,0.5859999999999999,0.633,3.0,-7.687999999999999,1.0,0.0318,0.4749999999999999,4e-06,0.164,0.445,148.984,51.0,Kenny Chesney,"['Kenny Chesney', 'Grace Potter']",Wild Child
5319,,,,,,,,,,,,,,,,Travi$ Scott,"['Travi$ Scott', 'Future', '2 Chainz']",3500
5378,,,,,,,,,,,,,,,,Lillywood,"['Lillywood', 'Robin Schulz']",Prayer In C
5381,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Big Sean,"['Big Sean', 'E-40']",I Don't F**k With You
5382,,,,,,,,,,,,,,,,Beyonce,['Beyonce'],7/11
5435,[],,,,,,,,,,,,,,,I LOVE MAKONNEN,"['I LOVE MAKONNEN', 'Drake']",Tuesday
5454,[],,,,,,,,,,,,,,,"Missy ""Misdemeanor"" Elliott","['Missy ""Misdemeanor"" Elliott']",Work It
5455,[],,,,,,,,,,,,,,,"Missy ""Misdemeanor"" Elliott","['Missy ""Misdemeanor"" Elliott']",Get Ur Freak On
5459,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",,,,,,,,,,,,,,,Fergie,['Fergie'],L.A.LOVE (la la)
5464,,193.846,False,0.673,0.921,1.0,-3.274,1.0,0.0531,0.0112,0.84,0.952,0.279,103.965,40.0,A-Trak,"['A-Trak', 'Milo', 'Otis', 'Rich Kidz']",Out The Speakers
